-8.122600466,69.54782177,-1.503283471
4.786825761,71.90764078,1.444013689
7.070948616,82.35843021,-1.32011961
-7.875641,77.48106735,1.079933438
5.014165378,71.9142877,1.444344078
7.136449189,80.17488652,-1.280127046
6.786716978,95.05558627,1.842616303
6.875465281,75.90995726,-1.201350225
-8.671478452,79.63320461,-1.749593195
6.537452749,87.71554453,1.716523045
7.070187267,75.424302,-1.19286557
4.767724942,92.20689119,-0.951064052
4.972560172,51.40721447,-0.747885774
5.061118381,92.26144378,-0.952002406
-8.445010915,81.09719907,-1.784668484
5.05149715,51.38152579,-0.747592709
5.200736418,92.15963029,-0.950896505
-8.186625071,81.08773604,-1.783947368
5.218505225,51.42131254,-0.748713423
4.602031267,77.17054215,-0.763084222
-7.933089056,81.12509114,-1.784307193
7.914734545,75.49363504,-1.195948041
4.832771609,76.97017571,-0.760803852
6.610105949,75.86973196,1.513637089
8.034976733,75.49711058,-1.196299916
4.639821869,72.06300992,-0.699327259
4.701298492,51.28327898,1.099660785
5.859972266,92.06999185,2.354133604
8.392657625,75.48427304,-1.183319228
4.974300824,71.98041741,-0.686234122
4.778258793,51.23809832,1.098982137
5.520413956,84.60849996,2.180343046
8.51500441,75.50486954,-1.183969955
5.092236955,72.0424318,-0.687128707
4.862115934,51.26645684,1.099585518
5.653406287,84.60181505,2.180355653
8.63378851,75.49348175,-1.184035387
7.994926378,80.10835932,1.602177663
5.507863939,76.94186115,2.002291812
8.995022931,75.49979962,-1.18494224
8.124357131,80.13160708,1.602770397
5.635798584,77.03092479,2.004540583
9.114772368,75.4955969,-1.185153673
8.24976911,80.11486358,1.602670305
5.377089522,71.92156775,1.885518926
9.234286912,75.4892194,-1.18532844
6.607724467,82.47555366,-0.817338794
8.626868639,80.07328175,1.602616365
5.71440339,71.87766395,1.885080747
9.59257666,75.46685612,-1.185747607
6.630614846,78.12143528,-0.763704294
4.43971391,92.24302025,-0.388793671
8.756087963,80.09153154,1.603140205
7.698124821,95.03498544,2.425754172
9.715935677,75.48946984,-1.186470761
6.548476336,75.73400746,-0.734221725
3.222242712,92.8211798,2.920279472
4.58217087,92.18808841,-0.388521624
1.173261039,93.03897697,0.15836875
8.882952639,80.08771105,1.603283047
7.541844895,91.31243571,2.339105804
9.83420578,75.47222607,-1.18646223
6.642921042,75.44481525,-0.73078773
3.350464692,92.33662559,2.906229313
0.706965783,92.46711897,3.458754876
4.725496153,92.15290971,-0.388378341
1.311024403,92.43717297,0.158641088
6.013179076,52.06917207,1.115352747
4.496507214,51.36795565,1.40715201
4.769000538,51.31159304,-0.431389284
3.790379241,92.43985078,2.909690564
5.157109598,92.08587916,-0.388134911
1.74794079,92.50814667,0.158556624
6.010801452,51.34479719,1.102862005
4.587743952,51.48042358,1.409922647
4.850115331,51.31010667,-0.431483551
9.643583788,80.05441781,1.604159415
4.760331416,51.58531643,1.412712946
5.010228547,51.28475886,-0.431360194
0.263922624,8.353855049,-1.001724988
9.899141318,80.05765391,1.604688382
7.631820894,80.09012743,2.079099476
4.922833204,77.13191556,-0.291920071
0.2830317,8.553375512,-1.030496096
10.02609067,80.05202118,1.604831988
7.758923221,80.09206752,2.079394464
7.731777243,75.57282691,-0.733779268
4.650852957,92.19685331,2.903583315
4.710830163,72.05923063,-0.259225016
10.2805086,80.04402218,1.605249493
8.011602935,80.0793289,2.079673883
7.973672215,75.59201349,-0.734323062
